id,explanation_en,explanation_gr,explanation_it,explanation_pl,statement_en,statement_gr,statement_it,statement_pl,sub_element_en,sub_element_gr,sub_element_it,sub_element_pl,thematic_element_en,thematic_element_gr,thematic_element_it,thematic_element_pl
42,"Data relating to individual progress and achievements are aggregated and analysed at organisational level to inform processes including quality management and enhancement, course design and review, and tailored interventions to improve retention and outcomes generally.","Τα δεδομένα που σχετίζονται με την ατομική πρόοδο και επιτεύγματα, συγκεντρώνονται και αναλύονται σε οργανωτικό επίπεδο για την ενημέρωση των διαδικασιών, συμπεριλαμβανομένης της διαχείρισης και βελτίωσης της ποιότητας, του σχεδιασμού και της αναθεώρησης μαθημάτων και προσαρμοσμένων παρεμβάσεων για τη βελτίωση της διατήρησης και των αποτελεσμάτων γενικά.","I dati relativi ai progressi e ai risultati individuali vengono aggregati e analizzati a livello organizzativo per informare i processi, tra cui la gestione e il miglioramento della qualità, la progettazione e la revisione del corso per migliorare la conservazione e i risultati in generale.","Dane dotyczące indywidualnych postępów i osiągnięć są agregowane i analizowane na poziomie organizacji, w celu informowania o procesach, w tym o zarządzaniu jakością i doskonaleniu, projektowaniu i przeglądach kursów oraz o interwencjach w celu ogólnej poprawy wyników.",Quality management and curriculum/programme design are supported through learning analytics,Η διαχείριση ποιότητας και ο σχεδιασμός προγραμμάτων σπουδών/προγραμμάτων υποστηρίζονται μέσω αναλυτικών στοιχείων εκμάθησης,Il quality management e la progettazione del curriculum/programma sono supportate dall'analisi di apprendimento,Zarządzanie jakością i projektowanie programów nauczania jest wspierane przez analitykę uczenia się,"Learning Design is Informed by Analytics (Use of digital learning technologies potentially makes available vast amounts of data about learning processes. Learning organisations utilise learning analytics for collection, analysis and reporting of data about students and learning contexts for improving learning outcomes and for curriculum or programme planning and decision-making.)","Ο σχεδιασμός μάθησης ενημερώνεται από τα Analytics (Η χρήση τεχνολογιών ψηφιακής μάθησης καθιστά δυνητικά διαθέσιμα τεράστιες ποσότητες δεδομένων σχετικά με τις διαδικασίες μάθησης. Οι εκπαιδευτικοί οργανισμοί χρησιμοποιούν αναλυτικά στοιχεία μάθησης για συλλογή, ανάλυση και αναφορά δεδομένων σχετικά με μαθητές και μαθησιακά πλαίσια για τη βελτίωση των μαθησιακών αποτελεσμάτων και για το πρόγραμμα σπουδών ή το πρόγραμμα προγραμματισμός και λήψη αποφάσεων.)","La progettazione della formazione è informata dall'analisi (l'uso delle tecnologie di apprendimento digitale rende potenzialmente disponibile grande quantità di dati per quanto riguarda i processi di apprendimento. Le organizzazioni formative utilizzano l'analisi d'apprendimento per raccogliere, annalizzare e comunicare i dati sugli studenti e sui contesti di apprendimento per migliorare i risultati dell'apprendimento, del curriculum o il programma pianificazione e decisione).","Procesy uczenia się są wspierane analityką danych (Wykorzystanie cyfrowych technologii uczenia się potencjalnie udostępnia ogromne ilości danych na temat procesów uczenia się. Organizacja wykorzystuje analitykę procesu uczenia się do gromadzenia, analizy i raportowania danych o uczniach i kontekstach uczenia się w celu poprawy efektów uczenia się oraz planowania programów nauczania i podejmowania decyzji).",Assessment practices,Πρακτικές αξιολόγησης,Pratiche di valutazione,Ocenianie
43,"The organisation encourages and supports staff and students to be creators as well as consumers of subject-specific and cross-curricular digital content, for use in both formal and informal curriculum areas.","Ο οργανισμός ενθαρρύνει και υποστηρίζει το προσωπικό και τους μαθητές να είναι δημιουργοί καθώς και καταναλωτές ψηφιακού περιεχομένου για συγκεκριμένο θέμα και διαθεματικό περιεχόμενο, για χρήση τόσο σε επίσημους όσο και σε ανεπίσημους τομείς του προγράμματος σπουδών.","L'organizzazione incoraggia e supporta il personale e gli studenti ad essere creatori e consumatori dei contenuti digitali specifici e interdisciplinari, da utilizzare in aree curriculari sia formali che informali.","Organizacja zachęca i wspiera pracowników i uczniów, aby byli twórcami, a także użytkownikami  treści cyfrowych specyficznych dla danego przedmiotu i międzyprzedmiotowych, do wykorzystania zarówno w formalnych, jak i nieformalnych obszarach programowych.",Staff and students are the creators of contents,Το προσωπικό και οι μαθητές είναι οι δημιουργοί του περιεχομένου,Il personale e gli studenti sono i creatori dei contenuti,Pracownicy i uczniowie są twórcami treści,"Digital Content and OER are widely promoted and used (The organisation expects, facilitates and encourages the use of suitable, high-quality and customised digital content that is accessible from everywhere, to meet staff and student needs wherever and whenever teaching and learning takes place.)","Το Ψηφιακό Περιεχόμενο και το OER προωθούνται και χρησιμοποιούνται ευρέως (Ο οργανισμός αναμένει, διευκολύνει και ενθαρρύνει τη χρήση κατάλληλου, υψηλής ποιότητας και προσαρμοσμένου ψηφιακού περιεχομένου που είναι προσβάσιμο από παντού, για την κάλυψη των αναγκών του προσωπικού και των μαθητών οπουδήποτε και όποτε πραγματοποιείται διδασκαλία και μάθηση. )","I contenuti digitali e le OER (Open Educational Rescources) sono ampiamente promossi e utilizzati (l'organizzazione prevede, facilita e incoraggia l'uso dei contenuti digitali adeguati, di alta qualità e personalizzati, accessibili da qualsiasi luogo, per soddisfare le esigenze del personale e degli studenti ovunque e in qualsiasi momento si svolga l'insegnamento e l'apprendimento.","Treści cyfrowe oraz Otwarte Zasoby Edukacyjne (OZE) są szeroko stosowane i promowane (Organizacja oczekuje, ułatwia i zachęca do korzystania z wysokiej jakości treści cyfrowych, które są dostępne dla pracowników i uczniów  z dowolnego miejsca i w dowolnym czasie).",Content and Curricula,Περιεχόμενο και Προγράμματα Σπουδών,Contenti e Curricula,Treści i programy
44,Staff and students develop proficiency in identifying and using content repositories relevant to their programmes of study and in adding community value to repositories through participatory annotation and comments.,Το προσωπικό και οι μαθητές αναπτύσσουν επάρκεια στον εντοπισμό και τη χρήση αποθετηρίων περιεχομένου που σχετίζονται με τα προγράμματα σπουδών τους και στην προσθήκη αξίας για την κοινότητα στα αποθετήρια μέσω συμμετοχικού σχολιασμού και σχολίων.,Il personale e gli studenti sviluppano competenze nell'identificare e utilizzare dei repository di contenuti rilevanti per i propri programmi di studio e nell'aggiungere valore comunitario ai repository attraverso annotazioni e commenti partecipativi.,Pracownicy i uczniowie doskonalą się w identyfikowaniu i korzystaniu z repozytoriów treści istotnych dla ich obszarów zainteresowania oraz w dodawaniu własnego wkładu w rozwój tych repozytoriów.,Content repositories are widely and effectively used,Τα αποθετήρια περιεχομένου χρησιμοποιούνται ευρέως και αποτελεσματικά,I repository di contenuti sono ampiamente ed efficacemente utilizzati,Repozytoria treści cyfrowych są szeroko i skutecznie stosowane,"Digital Content and OER are widely promoted and used (The organisation expects, facilitates and encourages the use of suitable, high-quality and customised digital content that is accessible from everywhere, to meet staff and student needs wherever and whenever teaching and learning takes place.)","Το Ψηφιακό Περιεχόμενο και το OER προωθούνται και χρησιμοποιούνται ευρέως (Ο οργανισμός αναμένει, διευκολύνει και ενθαρρύνει τη χρήση κατάλληλου, υψηλής ποιότητας και προσαρμοσμένου ψηφιακού περιεχομένου που είναι προσβάσιμο από παντού, για την κάλυψη των αναγκών του προσωπικού και των μαθητών οπουδήποτε και όποτε πραγματοποιείται διδασκαλία και μάθηση. )","I contenuti digitali e le OER (Open Educational Rescources) sono ampiamente promossi e utilizzati (l'organizzazione prevede, facilita e incoraggia l'uso dei contenuti digitali adeguati, di alta qualità e personalizzati, accessibili da qualsiasi luogo, per soddisfare le esigenze del personale e degli studenti ovunque e in qualsiasi momento si svolga l'insegnamento e l'apprendimento.","Treści cyfrowe oraz Otwarte Zasoby Edukacyjne (OZE) są szeroko stosowane i promowane (Organizacja oczekuje, ułatwia i zachęca do korzystania z wysokiej jakości treści cyfrowych, które są dostępne dla pracowników i uczniów  z dowolnego miejsca i w dowolnym czasie).",Content and Curricula,Περιεχόμενο και Προγράμματα Σπουδών,Contenti e Curricula,Treści i programy
45,"The organisation has policies and procedures in place to ensure that stakeholders are well-informed about intellectual property and copyright rules when sourcing, using, re-mixing or creating digital content.","Ο οργανισμός εφαρμόζει πολιτικές και διαδικασίες για να διασφαλίσει ότι τα ενδιαφερόμενα μέρη είναι καλά ενημερωμένα σχετικά με τους κανόνες πνευματικής ιδιοκτησίας και πνευματικών δικαιωμάτων κατά την προμήθεια, τη χρήση, την αναμίξη ή τη δημιουργία ψηφιακού περιεχομένου.","L'organizzazione dispone di politiche e procedure per garantire che le parti interessate siano ben informate sulla proprietà intellettuale e sulle regole del copyright durante la ricerca, l'utilizzo, il mix / creazione di contenuti digitali.","Organizacja posiada procedury gwarantujące, że interesariusze są dobrze poinformowani o prawach własności intelektualnej i prawach autorskich podczas pozyskiwania, wykorzystywania lub tworzenia treści cyfrowych.",Intellectual property and copyright are respected,Η πνευματική ιδιοκτησία και τα πνευματικά δικαιώματα γίνονται σεβαστά,La proprietà intellettuale e il diritto d'autore vengono rispettati,Przestrzegane są prawa autorskie i własność intelektualna,"Digital Content and OER are widely promoted and used (The organisation expects, facilitates and encourages the use of suitable, high-quality and customised digital content that is accessible from everywhere, to meet staff and student needs wherever and whenever teaching and learning takes place.)","Το Ψηφιακό Περιεχόμενο και το OER προωθούνται και χρησιμοποιούνται ευρέως (Ο οργανισμός αναμένει, διευκολύνει και ενθαρρύνει τη χρήση κατάλληλου, υψηλής ποιότητας και προσαρμοσμένου ψηφιακού περιεχομένου που είναι προσβάσιμο από παντού, για την κάλυψη των αναγκών του προσωπικού και των μαθητών οπουδήποτε και όποτε πραγματοποιείται διδασκαλία και μάθηση. )","I contenuti digitali e le OER (Open Educational Rescources) sono ampiamente promossi e utilizzati (l'organizzazione prevede, facilita e incoraggia l'uso dei contenuti digitali adeguati, di alta qualità e personalizzati, accessibili da qualsiasi luogo, per soddisfare le esigenze del personale e degli studenti ovunque e in qualsiasi momento si svolga l'insegnamento e l'apprendimento.","Treści cyfrowe oraz Otwarte Zasoby Edukacyjne (OZE) są szeroko stosowane i promowane (Organizacja oczekuje, ułatwia i zachęca do korzystania z wysokiej jakości treści cyfrowych, które są dostępne dla pracowników i uczniów  z dowolnego miejsca i w dowolnym czasie).",Content and Curricula,Περιεχόμενο και Προγράμματα Σπουδών,Contenti e Curricula,Treści i programy
46,"The organisation has policies and procedures in place in respect of licences for content (e.g., e-books, journals), software, apps, platforms and other educational resources sourced from commercial publishers/providers.","Ο οργανισμός εφαρμόζει πολιτικές και διαδικασίες σχετικά με άδειες για περιεχόμενο (π.χ. ηλεκτρονικά βιβλία, περιοδικά), λογισμικό, εφαρμογές, πλατφόρμες και άλλους εκπαιδευτικούς πόρους που προέρχονται από εμπορικούς εκδότες/παρόχους.","L'organizzazione dispone delle politiche e procedure in materia di licenze per contenuti (ad es. e-book, riviste), software, app, piattaforme e altre risorse educative provenienti da editori/fornitori commerciali.","Organizacja posiada wymagane prawem licencje na treści (np. e-booki, czasopisma), oprogramowanie, aplikacje, platformy i inne zasoby edukacyjne, z których korzysta.",Digital tools and contents are licensed as required,Τα ψηφιακά εργαλεία και τα περιεχόμενα αδειοδοτούνται όπως απαιτείται,Gli strumenti e i contenuti digitali sono concessi in licenza come richiesto,Licencje na narzędzia i treści cyfrowe są wykorzystywane zgodnie z prawem,"Digital Content and OER are widely promoted and used (The organisation expects, facilitates and encourages the use of suitable, high-quality and customised digital content that is accessible from everywhere, to meet staff and student needs wherever and whenever teaching and learning takes place.)","Το Ψηφιακό Περιεχόμενο και το OER προωθούνται και χρησιμοποιούνται ευρέως (Ο οργανισμός αναμένει, διευκολύνει και ενθαρρύνει τη χρήση κατάλληλου, υψηλής ποιότητας και προσαρμοσμένου ψηφιακού περιεχομένου που είναι προσβάσιμο από παντού, για την κάλυψη των αναγκών του προσωπικού και των μαθητών οπουδήποτε και όποτε πραγματοποιείται διδασκαλία και μάθηση. )","I contenuti digitali e le OER (Open Educational Rescources) sono ampiamente promossi e utilizzati (l'organizzazione prevede, facilita e incoraggia l'uso dei contenuti digitali adeguati, di alta qualità e personalizzati, accessibili da qualsiasi luogo, per soddisfare le esigenze del personale e degli studenti ovunque e in qualsiasi momento si svolga l'insegnamento e l'apprendimento.","Treści cyfrowe oraz Otwarte Zasoby Edukacyjne (OZE) są szeroko stosowane i promowane (Organizacja oczekuje, ułatwia i zachęca do korzystania z wysokiej jakości treści cyfrowych, które są dostępne dla pracowników i uczniów  z dowolnego miejsca i w dowolnym czasie).",Content and Curricula,Περιεχόμενο και Προγράμματα Σπουδών,Contenti e Curricula,Treści i programy
47,The organisation actively promotes the use/re-mix/creation of Open Educational Resources (OER) and Creative Commons licencing to support modernised curricula.,Ο οργανισμός προωθεί ενεργά τη χρήση/επαναμίξη/δημιουργία Ανοιχτών Εκπαιδευτικών Πόρων (OER) και αδειοδότησης Creative Commons για την υποστήριξη εκσυγχρονισμένων προγραμμάτων σπουδών.,L'organizzazione promuove attivamente l'uso/mix/creazione di Open Educational Resources (OER) e licenze Creative Commons per supportare i curricula aggiornati.,"Organizacja aktywnie promuje wykorzystanie/ ponowne łączenie/ tworzenie licencji Open Educational Resources (OER) i Creative Commons w celu wspierania zmodernizowanych programów nauczania, zapewniania uczniom możliwości rozwijania wiedzy i umiejętności oraz osiągania kompleksowych efektów uczenia się.",Open Educational Resources are promoted and used,Οι Ανοιχτοί Εκπαιδευτικοί Πόροι προωθούνται και χρησιμοποιούνται,Le Open Educational Resources sono promosse e utilizzate,Otwarte zasoby edukacyjne są promowane i wykorzystywane,"Digital Content and OER are widely promoted and used (The organisation expects, facilitates and encourages the use of suitable, high-quality and customised digital content that is accessible from everywhere, to meet staff and student needs wherever and whenever teaching and learning takes place.)","Το Ψηφιακό Περιεχόμενο και το OER προωθούνται και χρησιμοποιούνται ευρέως (Ο οργανισμός αναμένει, διευκολύνει και ενθαρρύνει τη χρήση κατάλληλου, υψηλής ποιότητας και προσαρμοσμένου ψηφιακού περιεχομένου που είναι προσβάσιμο από παντού, για την κάλυψη των αναγκών του προσωπικού και των μαθητών οπουδήποτε και όποτε πραγματοποιείται διδασκαλία και μάθηση. )","I contenuti digitali e le OER (Open Educational Rescources) sono ampiamente promossi e utilizzati (l'organizzazione prevede, facilita e incoraggia l'uso dei contenuti digitali adeguati, di alta qualità e personalizzati, accessibili da qualsiasi luogo, per soddisfare le esigenze del personale e degli studenti ovunque e in qualsiasi momento si svolga l'insegnamento e l'apprendimento.","Treści cyfrowe oraz Otwarte Zasoby Edukacyjne (OZE) są szeroko stosowane i promowane (Organizacja oczekuje, ułatwia i zachęca do korzystania z wysokiej jakości treści cyfrowych, które są dostępne dla pracowników i uczniów  z dowolnego miejsca i w dowolnym czasie).",Content and Curricula,Περιεχόμενο και Προγράμματα Σπουδών,Contenti e Curricula,Treści i programy
48,"The learning organisation has processes in place to reimagine and redesign subject-based learning to accommodate more integrated approaches (cross- and trans-disciplinary) and to offer consistent student-centred learning and assessment. Supporting such an approach, digital learning technologies facilitate the selection, creation and thematic organisation of rich multimodal content that enables students to analyse and understand complex ideas from multiple perspectives.","Ο εκπαιδευτικός οργανισμός διαθέτει διαδικασίες για  τον επανασχεδιασμό της μάθησης με βάση το θέμα ώστε να ενσωματώνει πιο ολοκληρωμένες προσεγγίσεις (διεπιστημονικές και διεπιστημονικές) και να προσφέρει συνεπή μάθηση και αξιολόγηση με επίκεντρο τον μαθητή. Υποστηρίζοντας μια τέτοια προσέγγιση, οι τεχνολογίες ψηφιακής μάθησης διευκολύνουν την επιλογή, τη δημιουργία και τη θεματική οργάνωση πλούσιου πολυτροπικού περιεχομένου που επιτρέπει στους μαθητές να αναλύουν και να κατανοούν πολύπλοκες ιδέες από πολλαπλές οπτικές γωνίες.","L'organizzazione di apprendimento dispone dei processi per reinventare e riprogettare l'apprendimento basato sulle singole materie per accogliere approcci più integrati (interdisciplinari e transdisciplinari) e per offrire un apprendimento e una valutazione coerenti ed incentrati sullo studente. Sostenendo tale approccio, le tecnologie di apprendimento digitale facilitano la selezione, la creazione e l'organizzazione tematica dei ricchi contenuti multimodali che consentono agli studenti di analizzare e comprendere idee complesse da molteplici prospettive.","Organizacja posiada procedury umożliwiające  dostosowanie procesu uczenia się opartego na przedmiotach, na rzecz  podejścia bardziej zintegrowanego (interdyscyplinarnego). Stosując takie podejście, cyfrowe technologie ułatwiają wybór, tworzenie i organizację tematyczną bogatych treści multimedialnych, które umożliwiają uczniom rozumienie złożonych zagadnień i analizowanie ich z wielu perspektyw.",Subject-based learning is reimagined to create more integrated approaches areas,Η μάθηση με βάση το θέμα επαναπροσδιορίζεται για να δημιουργήσει πιο ολοκληρωμένες περιοχές προσεγγίσεων,L'apprendimento basato sulle singole materie viene reinventato per creare aree di approcci più integrati,Uczenie się oparte na przedmiotach zostało przeprojektowane na rzecz bardziej zintegrowanych obszarów i podejść,"Curricula are redesigned or re-interpreted to reflect the pedagogical possibilities afforded by digital technologies (Curricula are iteratively redesigned (or re-interpreted as appropriate) in terms of content, pedagogical approach and plans for student engagement. Students may be involved as co-designers of the curricula and are highly engaged as self-directed learners.)","Τα προγράμματα σπουδών επανασχεδιάζονται ή ερμηνεύονται εκ νέου ώστε να αντικατοπτρίζουν τις παιδαγωγικές δυνατότητες που παρέχονται από τις ψηφιακές τεχνολογίες (τα προγράμματα σπουδών επανασχεδιάζονται επαναληπτικά (ή ερμηνεύονται εκ νέου ανάλογα με την περίπτωση) ως προς το περιεχόμενο, την παιδαγωγική προσέγγιση και τα σχέδια για τη συμμετοχή των μαθητών. Οι μαθητές μπορούν να συμμετέχουν ως συν-σχεδιαστές των προγραμμάτων σπουδών και ασχολούνται ιδιαίτερα ως αυτοκατευθυνόμενοι μαθητές.)","I curricula sono riprogettati o reinterpretati per riflettere le possibilità pedagogiche offerte dalla tecnologia digitale (i curricula sono riprogettati in modo interativo (o reinterpretati a seconda dei casi) in base al contenuto, approccio pedagogico e piani per il coinvolgimento degli studenti. Gli studenti spesso sono coinvolti come co-progettisti dei curricula e sono altamente impegnati come studenti autodidatti.)","Programy nauczania są przeprojektowywane dla uwzględnienia możliwości oferowanych przez technologie cyfrowe (Programy nauczania są przeprojektowywane lub odpowiednio reinterpretowane pod względem treści, podejścia pedagogicznego i planów zaangażowania uczniów. Uczniowie/studenci mają wysoki poziom samodzielności uczenia się, mogą być zaangażowani jako współprojektanci programów nauczania).",Content and Curricula,Περιεχόμενο και Προγράμματα Σπουδών,Contenti e Curricula,Treści i programy
49,"Flexible and tailored-made timetables are deployed to provide staff and students with greater opportunities to engage in effective learning, encompassing individual and group activities on and off campus (or in/out of school).","Εφαρμόζονται ευέλικτα και προσαρμοσμένα χρονοδιαγράμματα για να παρέχουν στο προσωπικό και στους μαθητές μεγαλύτερες ευκαιρίες για αποτελεσματική μάθηση, που περιλαμβάνει ατομικές και ομαδικές δραστηριότητες εντός και εκτός πανεπιστημιούπολης (ή εντός/εκτός σχολείου).","Sono implementati orari flessibili e personalizzati per fornire al personale e agli studenti maggiore opportunità per impegnarsi in un apprendimento efficace, che comprende delle attività individuali e di gruppo sia all'interno e che all'esterno del campus (o dentro e fuori la scuola).","Wdrażane są elastyczne i dostosowane do potrzeb harmonogramy, zapewniające pracownikom i uczniom większe możliwości angażowania się w skuteczne uczenie się, obejmujące działania indywidualne i grupowe na terenie kampusu/ szkoły i poza nim. Stosowane technologie cyfrowe oferują nowe możliwości uczenia się w dowolnym czasie i miejscu, a także zaawansowane zarządzanie harmonogramem. ",The time and place of learning is rescheduled,Ο χρόνος και ο τόπος μάθησης επαναπρογραμματίζεται,Il tempo e il luogo dell'apprendimento sono riprogrammati,Czas i miejsce nauki są przeorganizowane,"Curricula are redesigned or re-interpreted to reflect the pedagogical possibilities afforded by digital technologies (Curricula are iteratively redesigned (or re-interpreted as appropriate) in terms of content, pedagogical approach and plans for student engagement. Students may be involved as co-designers of the curricula and are highly engaged as self-directed learners.)","Τα προγράμματα σπουδών επανασχεδιάζονται ή ερμηνεύονται εκ νέου ώστε να αντικατοπτρίζουν τις παιδαγωγικές δυνατότητες που παρέχονται από τις ψηφιακές τεχνολογίες (τα προγράμματα σπουδών επανασχεδιάζονται επαναληπτικά (ή ερμηνεύονται εκ νέου ανάλογα με την περίπτωση) ως προς το περιεχόμενο, την παιδαγωγική προσέγγιση και τα σχέδια για τη συμμετοχή των μαθητών. Οι μαθητές μπορούν να συμμετέχουν ως συν-σχεδιαστές των προγραμμάτων σπουδών και ασχολούνται ιδιαίτερα ως αυτοκατευθυνόμενοι μαθητές.)","I curricula sono riprogettati o reinterpretati per riflettere le possibilità pedagogiche offerte dalla tecnologia digitale (i curricula sono riprogettati in modo interativo (o reinterpretati a seconda dei casi) in base al contenuto, approccio pedagogico e piani per il coinvolgimento degli studenti. Gli studenti spesso sono coinvolti come co-progettisti dei curricula e sono altamente impegnati come studenti autodidatti.)","Programy nauczania są przeprojektowywane dla uwzględnienia możliwości oferowanych przez technologie cyfrowe (Programy nauczania są przeprojektowywane lub odpowiednio reinterpretowane pod względem treści, podejścia pedagogicznego i planów zaangażowania uczniów. Uczniowie/studenci mają wysoki poziom samodzielności uczenia się, mogą być zaangażowani jako współprojektanci programów nauczania).",Content and Curricula,Περιεχόμενο και Προγράμματα Σπουδών,Contenti e Curricula,Treści i programy
50,"The organisation is committed to developing and providing whole courses or programmes fully online, as a means of opening up access to new previously unrepresented student cohorts while at the same time affording greater flexibility to existing cohorts.","Ο οργανισμός έχει δεσμευτεί να αναπτύσσει και να παρέχει ολόκληρα μαθήματα ή προγράμματα πλήρως διαδικτυακά, ως μέσο ανοίγματος πρόσβασης σε νέες ομάδες φοιτητών που δεν αντιπροσωπεύονταν προηγουμένως, ενώ ταυτόχρονα παρέχει μεγαλύτερη ευελιξία στις υπάρχουσες ομάδες.","L'organizzazione si impegna a sviluppare e fornire interi corsi o programmi completamente online, come mezzo per aprire l'accesso ai nuovi gruppi di studenti precedentemente non rappresentati, offrendo allo stesso tempo una maggiore flessibilità ai gruppi già esistenti.","Organizacja jest zaangażowana w opracowywanie i dostarczanie całych kursów lub programów online, jako sposób na dotarcie do nowych grup studentów/ uczniów/uczestników, a jednocześnie, w zapewnianie większej elastyczności aktualnym uczniom/słuchaczom.",Online provision is a reality,Η διαδικτυακή παροχή είναι πραγματικότητα,La prestazione online è una realtà,Świadczenie usług online jest realizowane w rzeczywistości,"Curricula are redesigned or re-interpreted to reflect the pedagogical possibilities afforded by digital technologies (Curricula are iteratively redesigned (or re-interpreted as appropriate) in terms of content, pedagogical approach and plans for student engagement. Students may be involved as co-designers of the curricula and are highly engaged as self-directed learners.)","Τα προγράμματα σπουδών επανασχεδιάζονται ή ερμηνεύονται εκ νέου ώστε να αντικατοπτρίζουν τις παιδαγωγικές δυνατότητες που παρέχονται από τις ψηφιακές τεχνολογίες (τα προγράμματα σπουδών επανασχεδιάζονται επαναληπτικά (ή ερμηνεύονται εκ νέου ανάλογα με την περίπτωση) ως προς το περιεχόμενο, την παιδαγωγική προσέγγιση και τα σχέδια για τη συμμετοχή των μαθητών. Οι μαθητές μπορούν να συμμετέχουν ως συν-σχεδιαστές των προγραμμάτων σπουδών και ασχολούνται ιδιαίτερα ως αυτοκατευθυνόμενοι μαθητές.)","I curricula sono riprogettati o reinterpretati per riflettere le possibilità pedagogiche offerte dalla tecnologia digitale (i curricula sono riprogettati in modo interativo (o reinterpretati a seconda dei casi) in base al contenuto, approccio pedagogico e piani per il coinvolgimento degli studenti. Gli studenti spesso sono coinvolti come co-progettisti dei curricula e sono altamente impegnati come studenti autodidatti.)","Programy nauczania są przeprojektowywane dla uwzględnienia możliwości oferowanych przez technologie cyfrowe (Programy nauczania są przeprojektowywane lub odpowiednio reinterpretowane pod względem treści, podejścia pedagogicznego i planów zaangażowania uczniów. Uczniowie/studenci mają wysoki poziom samodzielności uczenia się, mogą być zaangażowani jako współprojektanci programów nauczania).",Content and Curricula,Περιεχόμενο και Προγράμματα Σπουδών,Contenti e Curricula,Treści i programy
51,"Innovation in curriculum and programme design takes account of the leverage potential of digital learning technologies to engage staff and students in authentic contexts where they can comprehensively develop and apply their prior knowledge, inquiry and independent thinking skills.","Η καινοτομία στη σχεδίαση προγραμμάτων σπουδών και προγραμμάτων λαμβάνει υπόψη το δυναμικό μόχλευσης των τεχνολογιών ψηφιακής μάθησης για τη δέσμευση του προσωπικού και των σπουδαστών σε αυθεντικά περιβάλλοντα όπου μπορούν να αναπτύξουν και να εφαρμόσουν ολοκληρωμένα τις προηγούμενες γνώσεις, τις δεξιότητες έρευνας και ανεξάρτητης σκέψης.",L'innovazione nel curriculum e nella progettazione del programma tiene conto dell'effetto leva delle tecnologie di apprendimento digitale per coinvolgere il personale e gli studenti in contesti autentici in cui possano sviluppare e applicare in modo completo le proprie conoscenze precedenti e indagare le capacità del pensiero indipendente.,"Innowacje w programach nauczania wykorzystują potencjał technologii cyfrowych dla angażowania pracowników i uczniów we właściwe konteksty, w których mogą kompleksowo rozwijać i stosować swoją wcześniejszą wiedzę, dociekliwość i umiejętności samodzielnego myślenia. W ten sposób mogą sprostać wyzwaniom, które wykraczają poza tradycyjną wiedzę przedmiotową.",Learning in authentic contexts is promoted,Προωθείται η μάθηση σε αυθεντικά πλαίσια,Viene promosso l'apprendimento in contesti autentici,Promowane jest uczenie się we właściwych kontekstach,"Curricula are redesigned or re-interpreted to reflect the pedagogical possibilities afforded by digital technologies (Curricula are iteratively redesigned (or re-interpreted as appropriate) in terms of content, pedagogical approach and plans for student engagement. Students may be involved as co-designers of the curricula and are highly engaged as self-directed learners.)","Τα προγράμματα σπουδών επανασχεδιάζονται ή ερμηνεύονται εκ νέου ώστε να αντικατοπτρίζουν τις παιδαγωγικές δυνατότητες που παρέχονται από τις ψηφιακές τεχνολογίες (τα προγράμματα σπουδών επανασχεδιάζονται επαναληπτικά (ή ερμηνεύονται εκ νέου ανάλογα με την περίπτωση) ως προς το περιεχόμενο, την παιδαγωγική προσέγγιση και τα σχέδια για τη συμμετοχή των μαθητών. Οι μαθητές μπορούν να συμμετέχουν ως συν-σχεδιαστές των προγραμμάτων σπουδών και ασχολούνται ιδιαίτερα ως αυτοκατευθυνόμενοι μαθητές.)","I curricula sono riprogettati o reinterpretati per riflettere le possibilità pedagogiche offerte dalla tecnologia digitale (i curricula sono riprogettati in modo interativo (o reinterpretati a seconda dei casi) in base al contenuto, approccio pedagogico e piani per il coinvolgimento degli studenti. Gli studenti spesso sono coinvolti come co-progettisti dei curricula e sono altamente impegnati come studenti autodidatti.)","Programy nauczania są przeprojektowywane dla uwzględnienia możliwości oferowanych przez technologie cyfrowe (Programy nauczania są przeprojektowywane lub odpowiednio reinterpretowane pod względem treści, podejścia pedagogicznego i planów zaangażowania uczniów. Uczniowie/studenci mają wysoki poziom samodzielności uczenia się, mogą być zaangażowani jako współprojektanci programów nauczania).",Content and Curricula,Περιεχόμενο και Προγράμματα Σπουδών,Contenti e Curricula,Treści i programy
